1,40,0.01583104580640793,0.007605379447340965,0.008225665427744389,39.3675,0.95360833,0.011817086214991218,
2,30,0.00962285976856947,0.004552530124783516,0.0050703296437859535,34.935196,0.9121958,0.020039390159651872,
3,30,0.011770435608923435,0.005793350748717785,0.00597708486020565,35.50205,0.9167181,0.018578224216870956,
4,20,0.053564831614494324,0.02596871741116047,0.027596116065979004,33.38567,0.88736564,0.023787803820587906,
5,20,0.011438615620136261,0.005261288024485111,0.00617732759565115,33.979004,0.8999469,0.02226269598742996,
6,10,0.09514714032411575,0.046465180814266205,0.04868195950984955,28.610785,0.80209905,0.040567651072519875,
7,50,0.012202629819512367,0.005550072528421879,0.0066525572910904884,44.478065,0.9812702,0.006403929049257618,
8,20,0.022354047745466232,0.010255935601890087,0.01209811121225357,35.018227,0.91040057,0.01967386077917428,
9,40,0.007802682463079691,0.003527725115418434,0.004274957347661257,42.10025,0.97379655,0.008439371454218761,
10,30,0.007391840685158968,0.0034710587933659554,0.003920781891793013,37.95229,0.9460545,0.013890802572537936,
11,20,0.033331699669361115,0.015461176633834839,0.017870523035526276,35.4492,0.91978186,0.018536352684225404,
12,10,0.03942817449569702,0.01870621368288994,0.020721960812807083,29.314888,0.8223778,0.03748676721050557,
13,30,0.012071595527231693,0.005301670171320438,0.006769925355911255,38.388126,0.95075655,0.013200699040471851,
14,20,0.023617852479219437,0.010800305753946304,0.012817547656595707,36.071777,0.9292726,0.017305152642460506,
15,40,0.0047303494065999985,0.00217731692828238,0.0025530324783176184,43.19003,0.97887933,0.0074611383972849185,
16,20,0.049818553030490875,0.023209044709801674,0.026609506458044052,36.250122,0.9311651,0.017076235682429542,
17,20,0.0236998051404953,0.010903607122600079,0.012796198949217796,36.368866,0.9323229,0.016790296793409126,
18,10,0.03887365758419037,0.01822914369404316,0.02064451202750206,30.298323,0.8473088,0.03340911316562718,
19,20,0.008207205682992935,0.003665551310405135,0.004541654139757156,36.38951,0.92787087,0.01669087329155869,
20,10,0.02999320812523365,0.014264484867453575,0.015728723257780075,30.48239,0.8490026,0.03268395116005877,
21,40,0.009998315945267677,0.004495276603847742,0.005503039341419935,43.779713,0.9810947,0.006989844283759006,
22,30,0.01752777397632599,0.00795812625437975,0.009569648653268814,39.27858,0.9575293,0.011892475434647833,
23,40,0.010077614337205887,0.004618196748197079,0.005459417123347521,43.73777,0.98113996,0.007003212586436246,
24,10,0.03428526967763901,0.01609152927994728,0.018193740397691727,31.029959,0.861438,0.030782380638553538,
25,50,0.010672805830836296,0.005051544867455959,0.005621261429041624,46.0877,0.9867154,0.005330998516080135,
26,10,0.03986041247844696,0.017902519553899765,0.021957892924547195,31.214754,0.8646865,0.030077442055924622,
27,10,0.030977604910731316,0.014491738751530647,0.01648586615920067,31.107983,0.86459196,0.03039420742595146,
28,20,0.0225057415664196,0.010286916047334671,0.01221882551908493,37.03265,0.93926656,0.015509806902138925,
29,50,0.008857698179781437,0.004142574034631252,0.004715124145150185,46.396446,0.98751175,0.005170168806391398,
30,50,0.018008090555667877,0.008314909413456917,0.00969318114221096,46.474064,0.9877316,0.005122108976148951,
31,10,0.011513203382492065,0.005247516557574272,0.006265686359256506,31.419022,0.86922014,0.029289288983041003,
32,10,0.07743960618972778,0.03696801885962486,0.04047159105539322,31.37409,0.8682812,0.02949375094535954,
33,30,0.006594769656658173,0.0029899748042225838,0.003604794852435589,39.706497,0.9600437,0.0112997533799193,
34,20,0.020018206909298897,0.00892314501106739,0.011095061898231506,37.248497,0.93982404,0.015132194134691029,
35,20,0.008264447562396526,0.003724190406501293,0.004540257155895233,37.324368,0.94197685,0.014989964656696877,
